,hr,holiday,workingday,temp,hum,windspeed,cnt,instant,mnth,yr,Clear to partly cloudy,Light Precipitation,Misty
896,8,0,1,0.7,0.7,0.1642,705,13900,8,1,0,0,1
897,9,0,1,0.7,0.74,0.1343,327,13901,8,1,0,0,1
898,10,0,1,0.74,0.7,0.1343,250,13902,8,1,0,0,1
899,11,0,1,0.76,0.66,0.0896,214,13903,8,1,0,0,1
900,12,0,1,0.8,0.55,0.1343,283,13904,8,1,0,0,1
901,13,0,1,0.8,0.52,0.1939999999999999,253,13905,8,1,0,0,1
902,14,0,1,0.82,0.46,0.0,261,13906,8,1,0,0,1
903,15,0,1,0.8,0.52,0.0,306,13907,8,1,1,0,0
904,16,0,1,0.76,0.66,0.2836,445,13908,8,1,0,1,0
905,17,0,1,0.78,0.62,0.1343,868,13909,8,1,0,0,1
906,18,0,1,0.76,0.62,0.1642,814,13910,8,1,0,0,1
907,19,0,1,0.76,0.66,0.1045,610,13911,8,1,0,0,1
908,20,0,1,0.74,0.7,0.1343,448,13912,8,1,0,0,1
909,21,0,1,0.72,0.74,0.0,317,13913,8,1,0,0,1
910,22,0,1,0.72,0.74,0.1045,224,13914,8,1,1,0,0
911,23,0,1,0.72,0.79,0.0,138,13915,8,1,1,0,0
912,0,0,1,0.7,0.84,0.0,58,13916,8,1,1,0,0
913,1,0,1,0.72,0.79,0.0,23,13917,8,1,1,0,0
914,2,0,1,0.7,0.84,0.0,6,13918,8,1,1,0,0
915,3,0,1,0.7,0.84,0.0,7,13919,8,1,1,0,0
916,4,0,1,0.7,0.84,0.0,7,13920,8,1,1,0,0
917,5,0,1,0.68,0.89,0.1642,43,13921,8,1,0,0,1
918,6,0,1,0.7,0.84,0.1642,173,13922,8,1,0,0,1
919,7,0,1,0.7,0.84,0.1642,482,13923,8,1,0,0,1
920,8,0,1,0.74,0.72,0.0896,737,13924,8,1,0,0,1
921,9,0,1,0.76,0.66,0.0,341,13925,8,1,0,0,1
922,10,0,1,0.8,0.52,0.1343,214,13926,8,1,0,0,1
923,11,0,1,0.8,0.52,0.0,239,13927,8,1,0,0,1
924,12,0,1,0.8,0.52,0.0,280,13928,8,1,0,0,1
925,13,0,1,0.8,0.52,0.0,313,13929,8,1,0,0,1
926,14,0,1,0.8,0.52,0.2537,236,13930,8,1,0,0,1
927,15,0,1,0.84,0.44,0.1939999999999999,278,13931,8,1,0,0,1
928,16,0,1,0.8,0.49,0.2836,441,13932,8,1,0,0,1
929,17,0,1,0.8,0.55,0.2836,858,13933,8,1,0,0,1
930,18,0,1,0.78,0.55,0.1642,862,13934,8,1,0,0,1
931,19,0,1,0.76,0.66,0.2239,686,13935,8,1,1,0,0
932,20,0,1,0.74,0.66,0.1939999999999999,500,13936,8,1,1,0,0
933,21,0,1,0.74,0.66,0.1045,381,13937,8,1,1,0,0
934,22,0,1,0.72,0.74,0.1045,233,13938,8,1,1,0,0
935,23,0,1,0.72,0.7,0.1343,136,13939,8,1,1,0,0
936,0,0,1,0.72,0.74,0.1939999999999999,67,13940,8,1,1,0,0
937,1,0,1,0.7,0.79,0.1343,28,13941,8,1,1,0,0
938,2,0,1,0.7,0.84,0.0896,14,13942,8,1,1,0,0
939,3,0,1,0.68,0.83,0.0896,6,13943,8,1,1,0,0
940,4,0,1,0.68,0.89,0.1343,10,13944,8,1,0,0,1
941,5,0,1,0.66,0.94,0.0,41,13945,8,1,0,0,1
942,6,0,1,0.66,0.83,0.1642,167,13946,8,1,1,0,0
943,7,0,1,0.7,0.84,0.1642,475,13947,8,1,0,0,1
944,8,0,1,0.72,0.74,0.1045,698,13948,8,1,1,0,0
945,9,0,1,0.76,0.66,0.1642,353,13949,8,1,1,0,0
946,10,0,1,0.8,0.55,0.2239,205,13950,8,1,1,0,0
947,11,0,1,0.84,0.44,0.0,260,13951,8,1,1,0,0
948,12,0,1,0.84,0.44,0.1045,277,13952,8,1,1,0,0
949,13,0,1,0.86,0.41,0.1045,281,13953,8,1,1,0,0
950,14,0,1,0.88,0.32,0.2239,247,13954,8,1,1,0,0
951,15,0,1,0.88,0.32,0.2239,267,13955,8,1,1,0,0
952,16,0,1,0.86,0.39,0.2537,417,13956,8,1,1,0,0
953,17,0,1,0.86,0.36,0.2537,810,13957,8,1,1,0,0
954,18,0,1,0.82,0.46,0.2537,811,13958,8,1,0,0,1
955,19,0,1,0.8,0.55,0.1939999999999999,623,13959,8,1,1,0,0
956,20,0,1,0.7,0.54,0.2836,478,13960,8,1,1,0,0
957,21,0,1,0.7,0.58,0.1642,336,13961,8,1,0,0,1
958,22,0,1,0.66,0.69,0.2239,259,13962,8,1,0,0,1
959,23,0,1,0.66,0.74,0.0,156,13963,8,1,1,0,0
960,0,0,1,0.7,0.65,0.0896,85,13964,8,1,1,0,0
961,1,0,1,0.7,0.65,0.1045,41,13965,8,1,1,0,0
962,2,0,1,0.7,0.74,0.1642,20,13966,8,1,1,0,0
963,3,0,1,0.72,0.79,0.1939999999999999,9,13967,8,1,0,0,1
964,4,0,1,0.7,0.84,0.2836,7,13968,8,1,0,1,0
965,5,0,1,0.7,0.84,0.2836,33,13969,8,1,0,1,0
966,6,0,1,0.64,0.89,0.2985,44,13970,8,1,0,1,0
967,7,0,1,0.64,0.89,0.1045,133,13971,8,1,0,1,0
968,8,0,1,0.62,0.91,0.1642,119,13972,8,1,0,1,0
969,9,0,1,0.64,0.89,0.0,220,13973,8,1,0,0,1
970,10,0,1,0.66,0.89,0.1045,193,13974,8,1,1,0,0
971,11,0,1,0.68,0.79,0.1343,251,13975,8,1,0,1,0
972,12,0,1,0.74,0.66,0.3582,315,13976,8,1,0,0,1
973,13,0,1,0.76,0.58,0.3582,290,13977,8,1,0,0,1
974,14,0,1,0.76,0.58,0.3582,307,13978,8,1,1,0,0
975,15,0,1,0.8,0.52,0.4478,324,13979,8,1,1,0,0
976,16,0,1,0.78,0.55,0.2985,467,13980,8,1,1,0,0
977,17,0,1,0.8,0.52,0.2836,730,13981,8,1,1,0,0
978,18,0,1,0.76,0.62,0.2985,640,13982,8,1,1,0,0
979,19,0,1,0.76,0.62,0.2836,492,13983,8,1,1,0,0
980,20,0,1,0.74,0.66,0.2985,370,13984,8,1,1,0,0
981,21,0,1,0.74,0.66,0.2537,286,13985,8,1,1,0,0
982,22,0,1,0.72,0.74,0.2836,218,13986,8,1,1,0,0
983,23,0,1,0.72,0.7,0.2836,192,13987,8,1,1,0,0
984,0,0,0,0.7,0.7,0.2836,180,13988,8,1,1,0,0
985,1,0,0,0.66,0.74,0.2239,116,13989,8,1,1,0,0
986,2,0,0,0.64,0.78,0.1939999999999999,85,13990,8,1,0,1,0
987,3,0,0,0.62,0.83,0.1642,21,13991,8,1,0,1,0
988,4,0,0,0.62,0.83,0.1045,10,13992,8,1,1,0,0
989,5,0,0,0.62,0.88,0.1045,11,13993,8,1,1,0,0
990,6,0,0,0.62,0.88,0.1045,23,13994,8,1,0,0,1
991,7,0,0,0.64,0.83,0.0896,62,13995,8,1,1,0,0
992,8,0,0,0.66,0.83,0.1045,162,13996,8,1,1,0,0
993,9,0,0,0.68,0.79,0.1939999999999999,271,13997,8,1,1,0,0
994,10,0,0,0.72,0.62,0.0896,407,13998,8,1,1,0,0
995,11,0,0,0.74,0.66,0.1642,499,13999,8,1,1,0,0
996,12,0,0,0.76,0.58,0.2239,546,14000,8,1,1,0,0
997,13,0,0,0.8,0.49,0.3582,569,14001,8,1,1,0,0
998,14,0,0,0.8,0.49,0.2985,538,14002,8,1,1,0,0
999,15,0,0,0.8,0.46,0.2836,562,14003,8,1,1,0,0
1000,16,0,0,0.8,0.46,0.2985,531,14004,8,1,1,0,0
1001,17,0,0,0.74,0.66,0.3582,512,14005,8,1,0,1,0
1002,18,0,0,0.7,0.74,0.2985,300,14006,8,1,0,0,1
1003,19,0,0,0.66,0.89,0.1045,275,14007,8,1,0,0,1
1004,20,0,0,0.66,0.89,0.4179,160,14008,8,1,0,1,0
1005,21,0,0,0.66,0.89,0.1642,128,14009,8,1,0,0,1
1006,22,0,0,0.66,0.89,0.1642,168,14010,8,1,0,0,1
1007,23,0,0,0.66,0.78,0.1642,163,14011,8,1,0,1,0
1008,0,0,0,0.64,0.73,0.1343,120,14012,8,1,0,0,1
1009,1,0,0,0.62,0.78,0.1343,113,14013,8,1,1,0,0
1010,2,0,0,0.64,0.69,0.1343,86,14014,8,1,1,0,0
1011,3,0,0,0.62,0.73,0.0896,48,14015,8,1,1,0,0
1012,4,0,0,0.64,0.69,0.0896,10,14016,8,1,1,0,0
1013,5,0,0,0.64,0.61,0.1939999999999999,10,14017,8,1,1,0,0
1014,6,0,0,0.64,0.65,0.1642,16,14018,8,1,1,0,0
1015,7,0,0,0.64,0.65,0.1343,39,14019,8,1,1,0,0
1016,8,0,0,0.66,0.54,0.2239,119,14020,8,1,1,0,0
1017,9,0,0,0.7,0.48,0.2239,217,14021,8,1,1,0,0
1018,10,0,0,0.7,0.51,0.1642,328,14022,8,1,1,0,0
1019,11,0,0,0.74,0.42,0.1642,449,14023,8,1,1,0,0
1020,12,0,0,0.74,0.42,0.1939999999999999,505,14024,8,1,1,0,0
1021,13,0,0,0.78,0.4,0.0,543,14025,8,1,1,0,0
1022,14,0,0,0.76,0.4,0.1939999999999999,579,14026,8,1,1,0,0
1023,15,0,0,0.76,0.4,0.1343,577,14027,8,1,1,0,0
1024,16,0,0,0.76,0.4,0.1045,513,14028,8,1,1,0,0
1025,17,0,0,0.8,0.33,0.0,505,14029,8,1,1,0,0
1026,18,0,0,0.78,0.35,0.1045,491,14030,8,1,1,0,0
1027,19,0,0,0.74,0.4,0.1343,465,14031,8,1,1,0,0
1028,20,0,0,0.72,0.45,0.0,300,14032,8,1,1,0,0
1029,21,0,0,0.72,0.51,0.0896,220,14033,8,1,1,0,0
1030,22,0,0,0.7,0.58,0.1343,181,14034,8,1,1,0,0
1031,23,0,0,0.68,0.61,0.0,110,14035,8,1,1,0,0
1032,0,0,1,0.66,0.65,0.1045,47,14036,8,1,1,0,0
1033,1,0,1,0.66,0.65,0.0896,14,14037,8,1,1,0,0
1034,2,0,1,0.64,0.69,0.1045,9,14038,8,1,1,0,0
1035,3,0,1,0.64,0.69,0.0,6,14039,8,1,1,0,0
1036,4,0,1,0.64,0.69,0.1045,11,14040,8,1,1,0,0
1037,5,0,1,0.64,0.69,0.1045,36,14041,8,1,1,0,0
1038,6,0,1,0.62,0.73,0.0896,159,14042,8,1,1,0,0
1039,7,0,1,0.66,0.65,0.1343,436,14043,8,1,1,0,0
1040,8,0,1,0.72,0.51,0.0896,673,14044,8,1,0,0,1
1041,9,0,1,0.74,0.45,0.0,305,14045,8,1,0,0,1
1042,10,0,1,0.76,0.4,0.0,199,14046,8,1,0,0,1
1043,11,0,1,0.76,0.4,0.0896,245,14047,8,1,1,0,0
1044,12,0,1,0.78,0.4,0.1939999999999999,276,14048,8,1,1,0,0
1045,13,0,1,0.78,0.4,0.1642,254,14049,8,1,1,0,0
1046,14,0,1,0.8,0.33,0.1045,248,14050,8,1,1,0,0
1047,15,0,1,0.82,0.34,0.2239,274,14051,8,1,1,0,0
1048,16,0,1,0.8,0.36,0.0896,464,14052,8,1,1,0,0
1049,17,0,1,0.8,0.36,0.1642,818,14053,8,1,1,0,0
1050,18,0,1,0.76,0.52,0.2836,812,14054,8,1,1,0,0
1051,19,0,1,0.74,0.58,0.1642,555,14055,8,1,1,0,0
1052,20,0,1,0.74,0.62,0.2239,432,14056,8,1,1,0,0
1053,21,0,1,0.72,0.66,0.1939999999999999,290,14057,8,1,1,0,0
1054,22,0,1,0.72,0.62,0.3284,192,14058,8,1,1,0,0
1055,23,0,1,0.7,0.7,0.2239,128,14059,8,1,1,0,0
1056,0,0,1,0.7,0.74,0.2239,60,14060,8,1,1,0,0
1057,1,0,1,0.68,0.79,0.2537,27,14061,8,1,1,0,0
1058,2,0,1,0.68,0.83,0.1939999999999999,11,14062,8,1,0,0,1
1059,3,0,1,0.68,0.83,0.1939999999999999,3,14063,8,1,0,0,1
1060,4,0,1,0.68,0.83,0.1939999999999999,5,14064,8,1,0,0,1
1061,5,0,1,0.68,0.89,0.1939999999999999,36,14065,8,1,0,0,1
1062,6,0,1,0.64,0.83,0.1939999999999999,64,14066,8,1,0,1,0
1063,7,0,1,0.66,0.83,0.0896,179,14067,8,1,0,0,1
1064,8,0,1,0.66,0.89,0.0896,618,14068,8,1,0,0,1
1065,9,0,1,0.7,0.74,0.0,402,14069,8,1,0,0,1
1066,10,0,1,0.7,0.79,0.1045,208,14070,8,1,1,0,0
1067,11,0,1,0.74,0.62,0.0,196,14071,8,1,1,0,0
1068,12,0,1,0.78,0.49,0.1343,300,14072,8,1,1,0,0
1069,13,0,1,0.8,0.46,0.0896,286,14073,8,1,1,0,0
1070,14,0,1,0.82,0.41,0.2239,255,14074,8,1,1,0,0
1071,15,0,1,0.82,0.46,0.2239,283,14075,8,1,1,0,0
1072,16,0,1,0.82,0.43,0.2239,458,14076,8,1,1,0,0
1073,17,0,1,0.76,0.66,0.2537,812,14077,8,1,0,1,0
1074,18,0,1,0.76,0.62,0.2836,854,14078,8,1,1,0,0
1075,19,0,1,0.76,0.66,0.1939999999999999,627,14079,8,1,1,0,0
1076,20,0,1,0.74,0.74,0.2239,436,14080,8,1,1,0,0
1077,21,0,1,0.74,0.62,0.2239,308,14081,8,1,1,0,0
1078,22,0,1,0.72,0.66,0.0896,189,14082,8,1,1,0,0
1079,23,0,1,0.72,0.66,0.1642,167,14083,8,1,1,0,0
1080,0,0,1,0.7,0.61,0.1939999999999999,60,14084,8,1,1,0,0
1081,1,0,1,0.7,0.61,0.0,37,14085,8,1,1,0,0
1082,2,0,1,0.68,0.65,0.0,8,14086,8,1,1,0,0
1083,3,0,1,0.66,0.74,0.1045,11,14087,8,1,1,0,0
1084,4,0,1,0.64,0.83,0.1045,4,14088,8,1,1,0,0
1085,5,0,1,0.64,0.78,0.1045,39,14089,8,1,1,0,0
1086,6,0,1,0.64,0.78,0.1045,172,14090,8,1,1,0,0
1087,7,0,1,0.66,0.69,0.1939999999999999,492,14091,8,1,0,0,1
1088,8,0,1,0.7,0.65,0.2836,682,14092,8,1,0,0,1
1089,9,0,1,0.72,0.62,0.1939999999999999,367,14093,8,1,0,0,1
1090,10,0,1,0.72,0.62,0.1939999999999999,233,14094,8,1,0,0,1
1091,11,0,1,0.74,0.58,0.1939999999999999,235,14095,8,1,0,0,1
1092,12,0,1,0.74,0.55,0.2239,307,14096,8,1,1,0,0
1093,13,0,1,0.78,0.49,0.1939999999999999,294,14097,8,1,0,0,1
1094,14,0,1,0.76,0.52,0.2985,255,14098,8,1,0,0,1
1095,15,0,1,0.76,0.52,0.2537,266,14099,8,1,1,0,0
1096,16,0,1,0.76,0.48,0.1939999999999999,431,14100,8,1,1,0,0
1097,17,0,1,0.74,0.55,0.2836,851,14101,8,1,1,0,0
1098,18,0,1,0.74,0.51,0.2239,848,14102,8,1,1,0,0
1099,19,0,1,0.7,0.61,0.1343,649,14103,8,1,1,0,0
1100,20,0,1,0.7,0.61,0.1343,427,14104,8,1,1,0,0
1101,21,0,1,0.7,0.61,0.1939999999999999,315,14105,8,1,1,0,0
1102,22,0,1,0.7,0.61,0.1642,226,14106,8,1,1,0,0
1103,23,0,1,0.68,0.65,0.1045,138,14107,8,1,1,0,0
1104,0,0,1,0.66,0.69,0.0,76,14108,8,1,1,0,0
1105,1,0,1,0.64,0.73,0.0,21,14109,8,1,1,0,0
1106,2,0,1,0.64,0.69,0.1939999999999999,15,14110,8,1,1,0,0
1107,3,0,1,0.62,0.73,0.2537,4,14111,8,1,1,0,0
1108,4,0,1,0.62,0.73,0.2239,5,14112,8,1,1,0,0
1109,5,0,1,0.6,0.78,0.1642,37,14113,8,1,1,0,0
1110,6,0,1,0.6,0.78,0.1642,165,14114,8,1,1,0,0
1111,7,0,1,0.64,0.69,0.2239,464,14115,8,1,1,0,0
1112,8,0,1,0.68,0.61,0.1939999999999999,682,14116,8,1,1,0,0
1113,9,0,1,0.72,0.54,0.1045,337,14117,8,1,1,0,0
1114,10,0,1,0.74,0.48,0.1343,199,14118,8,1,1,0,0
1115,11,0,1,0.76,0.37,0.0896,274,14119,8,1,1,0,0
1116,12,0,1,0.8,0.33,0.1045,343,14120,8,1,1,0,0
1117,13,0,1,0.8,0.31,0.2239,300,14121,8,1,1,0,0
1118,14,0,1,0.82,0.32,0.0,248,14122,8,1,1,0,0
1119,15,0,1,0.8,0.33,0.2537,260,14123,8,1,1,0,0
1120,16,0,1,0.82,0.32,0.2239,419,14124,8,1,1,0,0
1121,17,0,1,0.82,0.34,0.1939999999999999,897,14125,8,1,1,0,0
1122,18,0,1,0.8,0.36,0.0,832,14126,8,1,1,0,0
1123,19,0,1,0.76,0.4,0.1045,677,14127,8,1,1,0,0
1124,20,0,1,0.76,0.4,0.0896,514,14128,8,1,1,0,0
1125,21,0,1,0.74,0.48,0.1939999999999999,356,14129,8,1,1,0,0
1126,22,0,1,0.72,0.51,0.1642,254,14130,8,1,1,0,0
1127,23,0,1,0.7,0.54,0.1045,226,14131,8,1,1,0,0
1128,0,0,1,0.68,0.57,0.1642,88,14132,8,1,1,0,0
1129,1,0,1,0.66,0.65,0.1045,54,14133,8,1,1,0,0
1130,2,0,1,0.66,0.61,0.1343,19,14134,8,1,1,0,0
1131,3,0,1,0.64,0.65,0.1045,6,14135,8,1,1,0,0
1132,4,0,1,0.64,0.73,0.1642,9,14136,8,1,1,0,0
1133,5,0,1,0.64,0.73,0.1045,36,14137,8,1,1,0,0
1134,6,0,1,0.62,0.78,0.1343,157,14138,8,1,1,0,0
1135,7,0,1,0.64,0.73,0.1045,379,14139,8,1,1,0,0
1136,8,0,1,0.68,0.65,0.1343,668,14140,8,1,1,0,0
1137,9,0,1,0.7,0.58,0.1045,378,14141,8,1,1,0,0
1138,10,0,1,0.74,0.55,0.1642,231,14142,8,1,1,0,0
1139,11,0,1,0.76,0.52,0.2836,303,14143,8,1,1,0,0
1140,12,0,1,0.82,0.41,0.2239,365,14144,8,1,1,0,0
1141,13,0,1,0.84,0.36,0.3881,357,14145,8,1,1,0,0
1142,14,0,1,0.86,0.34,0.4179,328,14146,8,1,1,0,0
1143,15,0,1,0.86,0.3,0.4627,383,14147,8,1,1,0,0
1144,16,0,1,0.84,0.32,0.4478,488,14148,8,1,0,0,1
1145,17,0,1,0.82,0.36,0.3284,791,14149,8,1,1,0,0
1146,18,0,1,0.82,0.38,0.2537,669,14150,8,1,0,0,1
1147,19,0,1,0.74,0.55,0.3881,491,14151,8,1,0,0,1
1148,20,0,1,0.72,0.58,0.2239,359,14152,8,1,0,0,1
1149,21,0,1,0.68,0.69,0.2985,255,14153,8,1,0,0,1
1150,22,0,1,0.66,0.83,0.1939999999999999,213,14154,8,1,0,1,0
1151,23,0,1,0.64,0.83,0.2239,121,14155,8,1,0,1,0
1152,0,0,0,0.64,0.83,0.2239,105,14156,8,1,0,0,1
1153,1,0,0,0.62,0.94,0.1642,92,14157,8,1,0,1,0
1154,2,0,0,0.62,0.88,0.1642,43,14158,8,1,0,1,0
1155,3,0,0,0.62,0.88,0.1939999999999999,30,14159,8,1,1,0,0
1156,4,0,0,0.62,0.73,0.2239,13,14160,8,1,1,0,0
1157,5,0,0,0.6,0.78,0.2537,9,14161,8,1,1,0,0
1158,6,0,0,0.6,0.83,0.2239,27,14162,8,1,1,0,0
1159,7,0,0,0.6,0.83,0.2239,64,14163,8,1,1,0,0
1160,8,0,0,0.64,0.69,0.2537,189,14164,8,1,1,0,0
1161,9,0,0,0.66,0.65,0.2836,292,14165,8,1,1,0,0
1162,10,0,0,0.7,0.54,0.1642,480,14166,8,1,1,0,0
1163,11,0,0,0.72,0.51,0.0,536,14167,8,1,1,0,0
1164,12,0,0,0.76,0.37,0.1939999999999999,654,14168,8,1,1,0,0
1165,13,0,0,0.74,0.4,0.1939999999999999,644,14169,8,1,1,0,0
1166,14,0,0,0.76,0.37,0.2836,598,14170,8,1,1,0,0
1167,15,0,0,0.76,0.37,0.2239,596,14171,8,1,1,0,0
1168,16,0,0,0.76,0.37,0.2537,641,14172,8,1,1,0,0
1169,17,0,0,0.76,0.37,0.2239,635,14173,8,1,1,0,0
1170,18,0,0,0.74,0.37,0.1642,554,14174,8,1,1,0,0
1171,19,0,0,0.7,0.45,0.1642,488,14175,8,1,1,0,0
1172,20,0,0,0.7,0.45,0.1045,341,14176,8,1,1,0,0
1173,21,0,0,0.66,0.61,0.0,338,14177,8,1,1,0,0
1174,22,0,0,0.66,0.61,0.0,261,14178,8,1,1,0,0
1175,23,0,0,0.64,0.65,0.0896,235,14179,8,1,1,0,0
1176,0,0,0,0.66,0.57,0.0896,187,14180,8,1,1,0,0
1177,1,0,0,0.64,0.65,0.0,131,14181,8,1,1,0,0
1178,2,0,0,0.62,0.69,0.0896,119,14182,8,1,0,0,1
1179,3,0,0,0.62,0.61,0.1642,55,14183,8,1,0,0,1
1180,4,0,0,0.62,0.65,0.1642,26,14184,8,1,0,0,1
1181,5,0,0,0.6,0.73,0.1343,11,14185,8,1,0,0,1
1182,6,0,0,0.62,0.69,0.1045,20,14186,8,1,0,0,1
1183,7,0,0,0.62,0.69,0.1343,41,14187,8,1,0,0,1
1184,8,0,0,0.64,0.69,0.1045,124,14188,8,1,0,0,1
1185,9,0,0,0.66,0.74,0.0,270,14189,8,1,0,0,1
1186,10,0,0,0.68,0.69,0.0,425,14190,8,1,0,0,1
1187,11,0,0,0.64,0.78,0.1642,272,14191,8,1,0,1,0
1188,12,0,0,0.64,0.73,0.0,298,14192,8,1,0,1,0
1189,13,0,0,0.64,0.83,0.1343,162,14193,8,1,0,1,0
